"(0, 0)","(0, 1)","(1, 0)","(1, 1)",Accuracy,F1,Precision,Recall,African_American_TPR,African_American_FPR,African_American_FOR,Caucasian_TPR,Caucasian_FPR,Caucasian_FOR,TPR_diff,FPR_diff,Ranking
0.6394267984578837,0.025010755222666936,0.27502931836911926,0.22321073814882275,0.59375,0.5822784810126582,0.5641509433962264,0.6016096579476862,0.7584097859327217,0.65,0.2934609250398724,0.3,0.138996138996139,0.7972027972027972,0.4584097859327217,0.511003861003861,0.6243363530634174
0.7364712141640124,0.6766994874229113,0.8921795677048454,0.08693883262941615,0.4327651515151515,0.4256951102588687,0.4065934065934066,0.44668008048289737,0.30275229357798167,0.4766666666666667,0.6140350877192983,0.7235294117647059,0.6988416988416989,0.2913752913752914,0.4207771181867242,0.2221750321750322,0.7898130011533951
0.4219218196852704,0.029797219438070344,0.21863797480360336,0.5053552881033624,0.6098484848484849,0.5644820295983086,0.5946547884187082,0.5372233400402414,0.672782874617737,0.5366666666666666,0.3923444976076555,0.27647058823529413,0.08108108108108109,0.8414918414918415,0.39631228638244287,0.45558558558558554,0.7579506128804565
0.026535969683863625,0.1988376506866485,0.6498844377795232,0.5449414806032167,0.584280303030303,0.4027210884353742,0.6218487394957983,0.2977867203219316,0.2782874617737003,0.13,0.7926634768740032,0.3352941176470588,0.1969111969111969,0.7482517482517482,0.057006655873358514,0.0669111969111969,1.4603624502457475
0.2204406220406967,0.5892656838759087,0.8094304566778266,0.006498759678061017,0.4943181818181818,0.4053452115812918,0.4538653366583541,0.36619718309859156,0.1529051987767584,0.16666666666666666,0.8405103668261563,0.7764705882352941,0.6525096525096525,0.29836829836829837,0.6235653894585358,0.4858429858429859,0.3849098065166601
0.8058192518328079,0.6981393949882269,0.3402505165179919,0.15547949981178155,0.46117424242424243,0.5437048917401764,0.452,0.682092555331992,0.6758409785932722,0.7533333333333333,0.28708133971291866,0.6941176470588235,0.7142857142857143,0.2937062937062937,0.018276668465551316,0.039047619047619,1.4038499549110721
0.9572130722067812,0.33659454511262676,0.09274584338014791,0.09671637683346401,0.5246212121212122,0.6022187004754358,0.49673202614379086,0.7645875251509054,0.9051987767584098,0.92,0.08771929824561403,0.49411764705882355,0.42084942084942084,0.5501165501165501,0.4110811296995862,0.4991505791505792,0.6143895032710467
0.8474943663474598,0.6037260313668911,0.8071282732743802,0.7297317866938179,0.41382575757575757,0.39254170755642787,0.3831417624521073,0.4024144869215292,0.3730886850152905,0.6333333333333333,0.5023923444976076,0.4588235294117647,0.5096525096525096,0.5104895104895105,0.08573484439647416,0.12368082368082367,1.2044100894984597
0.5362280914547007,0.9731157639793706,0.3785343772083535,0.552040631273227,0.47821969696969696,0.5494685200327065,0.4628099173553719,0.676056338028169,0.6330275229357798,0.5366666666666666,0.4130781499202552,0.7588235294117647,0.8841698841698842,0.1655011655011655,0.12579600647598488,0.34750321750321755,1.0049204729904946
0.8294046642529949,0.6185197523642461,0.8617069003107772,0.577352145256762,0.4128787878787879,0.39453124999999994,0.38330170777988615,0.40643863179074446,0.36085626911314983,0.58,0.5342902711323764,0.49411764705882355,0.583011583011583,0.4522144522144522,0.13326137794567372,0.0030115830115829967,1.2766058269215312
0.7045718362149235,0.045824383655662215,0.22789827565154686,0.28938796360210717,0.5691287878787878,0.5719661335841957,0.5371024734982333,0.6116700201207244,0.7522935779816514,0.7366666666666667,0.2551834130781499,0.3411764705882353,0.1583011583011583,0.7692307692307693,0.4111171073934161,0.5783655083655084,0.5796461721198634
0.0797919769236275,0.23279088636103018,0.10100142940972912,0.2779736031100921,0.6202651515151515,0.586171310629515,0.6016949152542372,0.5714285714285714,0.6452599388379205,0.37666666666666665,0.48325358851674644,0.4294117647058823,0.28957528957528955,0.655011655011655,0.21584817413203822,0.0870913770913771,1.3173256002917362
0.6356844442644002,0.36483217897008424,0.37018096711688264,0.2095070307714877,0.5473484848484849,0.5662431941923775,0.515702479338843,0.6277665995975855,0.6788990825688074,0.64,0.3397129186602871,0.5294117647058824,0.38996138996138996,0.5547785547785548,0.14948731786292502,0.25003861003861005,1.1478225569469498
0.26697782204911336,0.936654587712494,0.6480353852465935,0.6091310056669882,0.4583333333333333,0.4358974358974359,0.4274661508704062,0.44466800804828976,0.3119266055045872,0.25,0.7177033492822966,0.7,0.8532818532818532,0.20745920745920746,0.3880733944954128,0.6032818532818532,0.4669780855560673
0.171138648198097,0.7291267979503492,0.1634024937619284,0.3794554417576478,0.553030303030303,0.5693430656934307,0.5208681135225376,0.6277665995975855,0.5963302752293578,0.38333333333333336,0.5055821371610846,0.6882352941176471,0.6640926640926641,0.32634032634032634,0.09190501888828928,0.28075933075933074,1.180365953382683
0.9895233506365952,0.6399997598540929,0.5569497437746462,0.6846142509898746,0.41950757575757575,0.4818258664412511,0.41545189504373176,0.5734406438631791,0.6085626911314985,0.8266666666666667,0.28708133971291866,0.5058823529411764,0.5907335907335908,0.4428904428904429,0.10268033819032207,0.2359330759330759,1.0808941616341778
0.8428519201898096,0.7759999115462448,0.22904807196410437,0.03210024390403776,0.4791666666666667,0.5991253644314868,0.4697142857142857,0.8269617706237424,0.8012232415902141,0.87,0.16586921850079744,0.8764705882352941,0.7837837837837838,0.1794871794871795,0.07524734664508004,0.08621621621621622,1.3177031038053704
0.3154530480590819,0.26774087597570273,0.21098284358632646,0.9429097143350544,0.571969696969697,0.5181236673773987,0.5510204081632653,0.48893360160965793,0.636085626911315,0.4633333333333333,0.44657097288676234,0.20588235294117646,0.2277992277992278,0.7808857808857809,0.4302032739701385,0.23553410553410553,0.906232317465453
0.8763676264726689,0.3146778807984779,0.65543866529488,0.39563190106066426,0.48390151515151514,0.48045757864632976,0.45652173913043476,0.5070422535211268,0.5443425076452599,0.6833333333333333,0.38915470494417864,0.43529411764705883,0.3667953667953668,0.6060606060606061,0.1090483899982011,0.31653796653796656,1.0583151586153474
0.9145475897405435,0.4588518525873988,0.26488016649805246,0.24662750769398345,0.5009469696969697,0.5807478122513923,0.48026315789473684,0.7344064386317908,0.7798165137614679,0.86,0.18181818181818182,0.6470588235294118,0.528957528957529,0.42424242424242425,0.13275769023205608,0.331042471042471,1.0371468084224427
0.5613681341631508,0.26274160852293527,0.5845859902235405,0.897822883602477,0.49242424242424243,0.4031180400890868,0.4513715710723192,0.3641851106639839,0.44036697247706424,0.5633333333333334,0.5007974481658692,0.21764705882352942,0.1969111969111969,0.7948717948717948,0.22271991365353483,0.36642213642213645,0.9032821923485712
0.39940050514039727,0.21932075915728333,0.9975376064951103,0.5095262936764645,0.509469696969697,0.296195652173913,0.4560669456066946,0.2193158953722334,0.1529051987767584,0.23666666666666666,0.8070175438596491,0.34705882352941175,0.2277992277992278,0.7249417249417249,0.19415362475265335,0.008867438867438876,1.3064486333496048
0.09090941217379389,0.04711637542473457,0.10964913035065915,0.62744604170309,0.6448863636363636,0.5654692931633836,0.6666666666666666,0.4909456740442656,0.636085626911315,0.35,0.5007974481658692,0.21176470588235294,0.06563706563706563,0.8764568764568764,0.424320921028962,0.28436293436293436,0.9362025082444673
0.7920793643629641,0.42215996679968404,0.06352770615195713,0.38161928650653676,0.5369318181818182,0.6059629331184528,0.5053763440860215,0.7565392354124748,0.9051987767584098,0.8333333333333334,0.1291866028708134,0.47058823529411764,0.4555984555984556,0.5384615384615384,0.4346105414642921,0.3777348777348778,0.7245863989826483
0.9961213802400968,0.529114345099137,0.9710783776136181,0.8607797022344981,0.4024621212121212,0.364551863041289,0.3649193548387097,0.3641851106639839,0.3425076452599388,0.6466666666666666,0.5119617224880383,0.40588235294117647,0.4671814671814672,0.5571095571095571,0.06337470768123765,0.17948519948519942,1.1596022140456843
